BD8,Yorkshire & Humberside
BD9,Yorkshire & Humberside
BD97,Yorkshire & Humberside
BD98,Yorkshire & Humberside
BD99,Yorkshire & Humberside
BH1,South West
BH10,South West
BH11,South West
BH12,South West
BH13,South West
BH14,South West
BH15,South West
BH16,South West
BH17,South West
BH18,South West
BH19,South West
BH2,South West
BH20,South West
BH21,South West
BH22,South West
BH23,South West
BH24,Outer South East
BH25,Outer South East
BH3,South West
BH31,South West
BH4,South West
BH5,South West
BH6,South West
BH7,South West
BH8,South West
BH9,South West
BL0,North West
BL89,North West
BL1,North West
BL11,North West
BL2,North West
BL3,North West
BL4,North West
BL5,North West
BL6,North West
BL7,North West
BL78,North West
BL8,North West
BL9,North West
BN1,Outer South East
BN10,Outer South East
BN11,Outer South East
BN12,Outer South East
BN13,Outer South East
BN14,Outer South East
BN15,Outer South East
BN16,Outer South East
BN17,Outer South East
BN18,Outer South East
BN2,Outer South East
BN20,Outer South East
BN21,Outer South East
BN22,Outer South East
BN23,Outer South East
BN24,Outer South East
BN25,Outer South East
BN26,Outer South East
BN27,Outer South East
BN3,Outer South East
BN4,Outer South East
BN41,Outer South East
BN42,Outer South East
BN43,Outer South East
BN44,Outer Metropolitan
BN45,Outer Metropolitan
BN5,Outer Metropolitan
BN50,Outer South East
BN51,Outer South East
BN52,Outer South East
BN6,Outer Metropolitan
BN7,Outer South East
BN8,Outer South East
BN88,Outer South East
BN9,Outer South East
BN91,Outer South East
BN99,Outer South East
BR1,Greater London
BR21,Greater London
BR2,Greater London
BR3,Greater London
BR4,Greater London
BR5,Greater London
BR6,Greater London
BR7,Greater London
BR8,Greater London
BR98,Greater London
BS0,South West
BS1,South West
BS10,South West
BS11,South West
BS12,South West
BS13,South West
BS14,South West
BS15,South West
BS16,South West
BS17,South West
BS18,South West
BS19,South West
BS2,South West
BS20,South West
BS21,South West
BS22,South West
BS23,South West
BS24,South West
BS25,South West
BS26,South West
BS27,South West
BS28,South West
BS29,South West
BS3,South West
BS30,South West
BS31,South West
BS32,South West
BS34,South West
BS35,South West
BS36,South West
BS37,South West
BS38,South West
BS39,South West
BS4,South West
BS40,South West
BS41,South West
BS48,South West
BS49,South West
BS5,South West
BS6,South West
BS7,South West
BS77,South West
BS8,South West
BS80,South West
BS9,South West
BS98,South West
BS99,South West
BT1,Northern Ireland
BT10,Northern Ireland
BT11,Northern Ireland
BT12,Northern Ireland
BT13,Northern Ireland
BT14,Northern Ireland
BT15,Northern Ireland
BT16,Northern Ireland
BT17,Northern Ireland
BT18,Northern Ireland
BT19,Northern Ireland
BT2,Northern Ireland
BT20,Northern Ireland
BT21,Northern Ireland
BT22,Northern Ireland
BT23,Northern Ireland
BT24,Northern Ireland
BT25,Northern Ireland
BT26,Northern Ireland
BT27,Northern Ireland
BT28,Northern Ireland
BT29,Northern Ireland
BT3,Northern Ireland
BT30,Northern Ireland
BT31,Northern Ireland
BT32,Northern Ireland
BT33,Northern Ireland
BT34,Northern Ireland
BT35,Northern Ireland
BT36,Northern Ireland
BT37,Northern Ireland
BT38,Northern Ireland
BT39,Northern Ireland
BT4,Northern Ireland
BT40,Northern Ireland
BT41,Northern Ireland
BT42,Northern Ireland
BT43,Northern Ireland
BT44,Northern Ireland
BT45,Northern Ireland
BT46,Northern Ireland
BT47,Northern Ireland
BT48,Northern Ireland
BT49,Northern Ireland
BT5,Northern Ireland
BT51,Northern Ireland
BT52,Northern Ireland
BT53,Northern Ireland
BT54,Northern Ireland
BT55,Northern Ireland
BT56,Northern Ireland
BT57,Northern Ireland
BT58,Northern Ireland
BT6,Northern Ireland
BT60,Northern Ireland
BT61,Northern Ireland
BT62,Northern Ireland
BT63,Northern Ireland
BT64,Northern Ireland
BT65,Northern Ireland
BT66,Northern Ireland
BT67,Northern Ireland
BT68,Northern Ireland
BT69,Northern Ireland
BT7,Northern Ireland
BT70,Northern Ireland
BT71,Northern Ireland
BT74,Northern Ireland
BT75,Northern Ireland
BT76,Northern Ireland
BT77,Northern Ireland
BT78,Northern Ireland
BT79,Northern Ireland
BT8,Northern Ireland
BT80,Northern Ireland
BT81,Northern Ireland
BT82,Northern Ireland
BT9,Northern Ireland
BT92,Northern Ireland
BT93,Northern Ireland
BT94,Northern Ireland
BT99,Northern Ireland
CA1,North
CA10,North
CA11,North
CA12,North
CA13,North
CA14,North
CA15,North
CA16,North
CA17,North
CA18,North
CA19,North
CA2,North
CA20,North
CA21,North
CA22,North
CA23,North
CA24,North
CA25,North
CA26,North
CA27,North
CA28,North
CA3,North
CA4,North
CA5,North
CA6,North
CA7,North
CA8,North
CA9,North
CA95,North
CA99,North
CB1,East Anglia
CB10,Outer South East
CB11,Outer South East
CB2,East Anglia
CB21,East Anglia
CB22,East Anglia
CB23,East Anglia
CB24,East Anglia
CB25,East Anglia
CB3,East Anglia
CB4,East Anglia
CB5,East Anglia
CB6,East Anglia
CB7,East Anglia
CB8,East Anglia
CB9,East Anglia
CF1,Wales
CF10,Wales
CF11,Wales
CF14,Wales
CF15,Wales
CF2,Wales
CF21,Wales
CF23,Wales
CF24,Wales
CF3,Wales
CF30,Wales
CF31,Wales
CF32,Wales
CF33,Wales
CF34,Wales
CF35,Wales
CF36,Wales
CF37,Wales
CF38,Wales
CF39,Wales
CF4,Wales
CF40,Wales
CF41,Wales
CF42,Wales
CF43,Wales
CF44,Wales
CF45,Wales
CF46,Wales
CF47,Wales
CF48,Wales
CF5,Wales
CF6,Wales
CF61,Wales
CF62,Wales
CF63,Wales
CF64,Wales
CF7,Wales
CF71,Wales
CF72,Wales
CF8,Wales
CF81,Wales
CF82,Wales
CF83,Wales
CF91,Wales
CF95,Wales
LL1,Wales
LL10,Wales
LL11,Wales
LL14,Wales
LL15,Wales
LL2,Wales
LL21,Wales
LL23,Wales
LL24,Wales
LL3,Wales
LL30,Wales
LL31,Wales
LL32,Wales
LL33,Wales
LL34,Wales
LL35,Wales
LL36,Wales
LL37,Wales
LL38,Wales
LL39,Wales
LL4,Wales
LL40,Wales
LL41,Wales
LL42,Wales
LL43,Wales
LL44,Wales
LL45,Wales
LL46,Wales
LL47,Wales
LL48,Wales
LL5,Wales
LL6,Wales
LL61,Wales
LL62,Wales
LL63,Wales
LL64,Wales
LL7,Wales
LL71,Wales
LL72,Wales
LL8,Wales
LL81,Wales
LL82,Wales
LL83,Wales
LL91,Wales
LL95,Wales
CF99,Wales
CH1,North West
CH9,Wales
CH2,North West
CH25,North West
CH26,North West
CH27,North West
CH28,North West
CH29,North West
CH3,North West
CH30,North West
CH31,North West
CH32,North West
CH33,North West
CH34,North West
CH4,Wales
CH41,North West
CH42,North West
CH43,North West
CH44,North West
CH45,North West
CH46,North West
CH47,North West
CH48,North West
CH49,North West
CH5,Wales
CH6,Wales
CH60,North West
CH61,North West
CH62,North West
CH63,North West
CH64,North West
CH65,North West
CH66,North West
CH7,Wales
CH70,North West
CH8,Wales
CH88,North West
CH99,North West
CM0,Outer South East
CM1,Outer Metropolitan
CM11,Outer Metropolitan
CM12,Outer Metropolitan
CM13,Outer Metropolitan
CM14,Outer Metropolitan
CM15,Outer Metropolitan
CM16,Outer Metropolitan
CM17,Outer Metropolitan
CM18,Outer Metropolitan
CM19,Outer Metropolitan
CM2,Outer Metropolitan
CM20,Outer Metropolitan
CM21,Outer Metropolitan
CM22,Outer South East
CM23,Outer South East
CM24,Outer South East
CM3,Outer Metropolitan
CM4,Outer Metropolitan
CM5,Outer Metropolitan
CM6,Outer South East
CM7,Outer South East
CM77,Outer South East
CM8,Outer South East
CM9,Outer South East
CM92,Outer Metropolitan
CM98,Outer Metropolitan
CM99,Outer Metropolitan
CO1,Outer South East
CO10,East Anglia
CO11,Outer South East
CO12,Outer South East
CO13,Outer South East
CO14,Outer South East
CO15,Outer South East
CO16,Outer South East
CO2,Outer South East
CO3,Outer South East
CO4,Outer South East
CO5,Outer South East
CO6,Outer South East
CO7,Outer South East
CO8,East Anglia
CO9,Outer South East
CR0,Greater London
CR2,Greater London
CR3,Outer Metropolitan
CR4,Greater London
CR44,Greater London
CR5,Greater London
CR6,Greater London
CR7,Greater London
CR8,Greater London
CR9,Greater London
CR90,Greater London
CT1,Outer South East
CT10,Outer South East
CT11,Outer South East
CT12,Outer South East
CT13,Outer South East
CT14,Outer South East
CT15,Outer South East
CT16,Outer South East
CT17,Outer South East
CT18,Outer South East
CT19,Outer South East
CT2,Outer South East
CT20,Outer South East
CT21,Outer South East
CT3,Outer South East
CT4,Outer South East
CT5,Outer South East
CT50,Outer South East
CT6,Outer South East
CT7,Outer South East
CT8,Outer South East
CT9,Outer South East
CV1,West Midlands
CV10,West Midlands
CV11,West Midlands
CV12,West Midlands
CV13,East Midlands
CV2,West Midlands
CV21,West Midlands
CV22,West Midlands
CV23,West Midlands
CV3,West Midlands
CV31,West Midlands
CV32,West Midlands
CV33,West Midlands
CV34,West Midlands
CV35,West Midlands
CV36,West Midlands
CV37,West Midlands
CV4,West Midlands
CV47,West Midlands
CV5,West Midlands
CV6,West Midlands
CV7,West Midlands
CV8,West Midlands
CV9,West Midlands
CW1,North West
CW10,North West
CW11,North West
CW12,North West
CW2,North West
CW3,North West
CW4,North West
CW5,North West
CW6,North West
CW7,North West
CW8,North West
CW9,North West
CW98,North West
DA1,Outer Metropolitan
DA10,Outer Metropolitan
DA11,Outer Metropolitan
DA12,Outer Metropolitan
DA13,Outer Metropolitan
DA14,Greater London
DA15,Greater London
DA16,Greater London
DA17,Greater London
DA18,Greater London
DA2,Outer Metropolitan
DA3,Outer Metropolitan
DA4,Outer Metropolitan
DA5,Greater London
DA6,Greater London
DA7,Greater London
DA8,Greater London
DA9,Outer Metropolitan
DD1,Scotland
DD10,Scotland
DD11,Scotland
DD2,Scotland
DD3,Scotland
DD4,Scotland
DD5,Scotland
DD6,Scotland
DD7,Scotland
DD8,Scotland
DD9,Scotland
DE1,East Midlands
DE11,East Midlands
DE12,East Midlands
DE13,West Midlands
DE14,West Midlands
DE15,West Midlands
DE2,East Midlands
DE21,East Midlands
DE22,East Midlands
DE23,East Midlands
DE24,East Midlands
DE3,East Midlands
DE4,East Midlands
DE45,East Midlands
DE5,East Midlands
DE55,East Midlands
DE56,East Midlands
DE6,East Midlands
DE65,East Midlands
DE7,East Midlands
DE72,East Midlands
DE73,East Midlands
DE74,East Midlands
DE75,East Midlands
DE99,East Midlands
DG1,Scotland
DG10,Scotland
DG11,Scotland
DG12,Scotland
DG13,Scotland
DG14,Scotland
DG16,Scotland
DG2,Scotland
DG3,Scotland
DG4,Scotland
DG5,Scotland
DG6,Scotland
DG7,Scotland
DG8,Scotland
DG9,Scotland
DH1,North
DH14,North
DH2,North
DH3,North
DH4,North
DH5,North
DH6,North
DH7,North
DH8,North
DH9,North
DH97,North
DH98,North
DH99,North
DL1,North
DL10,Yorkshire & Humberside
DL11,Yorkshire & Humberside
DL12,North
DL13,North
DL14,North
DL15,North
DL16,North
DL17,North
DL2,North
DL3,North
DL4,North
DL5,North
DL6,Yorkshire & Humberside
DL7,Yorkshire & Humberside
DL8,Yorkshire & Humberside
DL9,Yorkshire & Humberside
DL98,North
DN1,Yorkshire & Humberside
DN10,East Midlands
DN11,Yorkshire & Humberside
DN12,Yorkshire & Humberside
DN14,Yorkshire & Humberside
DN15,Yorkshire & Humberside
DN16,Yorkshire & Humberside
DN17,Yorkshire & Humberside
DN18,Yorkshire & Humberside
DN19,Yorkshire & Humberside
DN2,Yorkshire & Humberside
DN20,Yorkshire & Humberside
DN21,East Midlands
DN22,East Midlands
DN3,Yorkshire & Humberside
DN31,Yorkshire & Humberside
DN32,Yorkshire & Humberside
DN33,Yorkshire & Humberside
DN34,Yorkshire & Humberside
DN35,Yorkshire & Humberside
DN36,Yorkshire & Humberside
DN37,Yorkshire & Humberside
DN38,Yorkshire & Humberside
DN39,Yorkshire & Humberside
DN4,Yorkshire & Humberside
DN40,Yorkshire & Humberside
DN41,Yorkshire & Humberside
DN5,Yorkshire & Humberside
DN55,Yorkshire & Humberside
DN6,Yorkshire & Humberside
DN7,Yorkshire & Humberside
DN8,Yorkshire & Humberside
DN9,Yorkshire & Humberside
DT1,South West
DT10,South West
DT11,South West
DT2,South West
DT3,South West
DT4,South West
DT5,South West
DT6,South West
DT7,South West
DT8,South West
DT9,South West
DY1,West Midlands
DY10,West Midlands
DY11,West Midlands
DY12,West Midlands
DY13,West Midlands
DY14,West Midlands
DY2,West Midlands
DY3,West Midlands
DY4,West Midlands
DY5,West Midlands
DY6,West Midlands
DY7,West Midlands
DY8,West Midlands
DY9,West Midlands
E1,Greater London
E10,Greater London
E11,Greater London
E12,Greater London
E13,Greater London
E14,Greater London
E15,Greater London
E16,Greater London
E17,Greater London
E18,Greater London
E1W,Greater London
E2,Greater London
E20,Greater London
E3,Greater London
E4,Greater London
E5,Greater London
E6,Greater London
E7,Greater London
E77,Greater London
E8,Greater London
E9,Greater London
E98,Greater London
EC1,Greater London
EC1D,Greater London
EC2,Greater London
EC3,Greater London
EC4,Greater London
EC1A,Greater London
EC1M,Greater London
EC1N,Greater London
EC1P,Greater London
EC1R,Greater London
EC1V,Greater London
EC1Y,Greater London
EC2A,Greater London
EC2M,Greater London
EC2N,Greater London
EC2P,Greater London
EC2R,Greater London
EC2V,Greater London
EC2Y,Greater London
EC3A,Greater London
EC3B,Greater London
EC3M,Greater London
EC3N,Greater London
EC3P,Greater London
EC3R,Greater London
EC3V,Greater London
EC4A,Greater London
EC4M,Greater London
EC4N,Greater London
EC4P,Greater London
EC4R,Greater London
EC4V,Greater London
EC4Y,Greater London
EC50,Greater London
EC88,Greater London
EH1,Scotland
EH10,Scotland
EH11,Scotland
EH12,Scotland
EH13,Scotland
EH14,Scotland
EH15,Scotland
EH16,Scotland
EH17,Scotland
EH18,Scotland
EH19,Scotland
EH2,Scotland
EH20,Scotland
EH21,Scotland
EH22,Scotland
EH23,Scotland
EH24,Scotland
EH25,Scotland
EH26,Scotland
EH27,Scotland
EH28,Scotland
EH29,Scotland
EH3,Scotland
EH30,Scotland
EH31,Scotland
EH32,Scotland
EH33,Scotland
EH34,Scotland
EH35,Scotland
EH36,Scotland
EH37,Scotland
EH38,Scotland
EH39,Scotland
EH4,Scotland
EH40,Scotland
EH41,Scotland
EH42,Scotland
EH43,Scotland
EH44,Scotland
EH45,Scotland
EH46,Scotland
EH47,Scotland
EH48,Scotland
EH49,Scotland
EH5,Scotland
EH51,Scotland
EH52,Scotland
EH53,Scotland
EH54,Scotland
EH55,Scotland
EH6,Scotland
EH7,Scotland
EH8,Scotland
EH9,Scotland
EH91,Scotland
EH95,Scotland
EH99,Scotland
EN1,Greater London
EN10,Outer Metropolitan
EN11,Outer Metropolitan
EN2,Greater London
EN3,Greater London
EN4,Greater London
EN5,Greater London
EN6,Outer Metropolitan
EN7,Greater London
EN77,Greater London
EN8,Outer Metropolitan
EN9,Outer Metropolitan
EX1,South West
EX10,South West
EX11,South West
EX12,South West
EX13,South West
EX14,South West
EX15,South West
EX16,South West
EX17,South West
EX18,South West
EX19,South West
EX2,South West
EX20,South West
EX21,South West
EX22,South West
EX23,South West
EX24,South West
EX3,South West
EX31,South West
EX32,South West
EX33,South West
EX34,South West
EX35,South West
EX36,South West
EX37,South West
EX38,South West
EX39,South West
EX4,South West
EX5,South West
EX6,South West
EX7,South West
EX8,South West
EX9,South West
FK1,Scotland
FK10,Scotland
FK11,Scotland
FK12,Scotland
FK13,Scotland
FK14,Scotland
FK15,Scotland
FK16,Scotland
FK17,Scotland
FK18,Scotland
FK19,Scotland
FK2,Scotland
FK20,Scotland
FK21,Scotland
FK3,Scotland
FK4,Scotland
FK5,Scotland
FK6,Scotland
FK7,Scotland
FK8,Scotland
FK9,Scotland
FY0,North West
FY1,North West
FY2,North West
FY3,North West
FY4,North West
FY5,North West
FY6,North West
FY7,North West
FY8,North West
G1,Scotland
G11,Scotland
G12,Scotland
G13,Scotland
G14,Scotland
G15,Scotland
G2,Scotland
G20,Scotland
G21,Scotland
G22,Scotland
G23,Scotland
G3,Scotland
G31,Scotland
G32,Scotland
G33,Scotland
G34,Scotland
G4,Scotland
G40,Scotland
G41,Scotland
G42,Scotland
G43,Scotland
G44,Scotland
G45,Scotland
G46,Scotland
G5,Scotland
G51,Scotland
G52,Scotland
G53,Scotland
G58,Scotland
G59,Scotland
G60,Scotland
G61,Scotland
G62,Scotland
G63,Scotland
G64,Scotland
G65,Scotland
G66,Scotland
G67,Scotland
G68,Scotland
G69,Scotland
G70,Scotland
G71,Scotland
G72,Scotland
G73,Scotland
G74,Scotland
G75,Scotland
G76,Scotland
G77,Scotland
G78,Scotland
G79,Scotland
G80,Scotland
G81,Scotland
G82,Scotland
G83,Scotland
G84,Scotland
G9,Scotland
G90,Scotland
GL1,South West
GL10,South West
GL11,South West
GL12,South West
GL13,South West
GL14,South West
GL15,South West
GL16,South West
GL17,South West
GL18,South West
GL19,South West
GL2,South West
GL20,South West
GL3,South West
GL4,South West
GL5,South West
GL50,South West
GL51,South West
GL52,South West
GL53,South West
GL54,South West
GL55,South West
GL56,South West
GL6,South West
GL7,South West
GL8,South West
GL9,South West
GU1,Outer Metropolitan
GU10,Outer Metropolitan
GU11,Outer Metropolitan
GU12,Outer Metropolitan
GU13,Outer Metropolitan
GU14,Outer Metropolitan
GU15,Outer Metropolitan
GU16,Outer Metropolitan
GU17,Outer Metropolitan
GU18,Outer Metropolitan
GU19,Outer Metropolitan
GU2,Outer Metropolitan
GU20,Outer Metropolitan
GU21,Outer Metropolitan
GU22,Outer Metropolitan
GU23,Outer Metropolitan
GU24,Outer Metropolitan
GU25,Outer Metropolitan
GU26,Outer Metropolitan
GU27,Outer Metropolitan
GU28,Outer South East
GU29,Outer South East
GU3,Outer Metropolitan
GU30,Outer South East
GU31,Outer South East
GU32,Outer South East
GU33,Outer South East
GU34,Outer South East
GU35,Outer South East
GU4,Outer Metropolitan
GU46,Outer Metropolitan
GU47,Outer Metropolitan
GU5,Outer Metropolitan
GU51,Outer Metropolitan
GU52,Outer Metropolitan
GU6,Outer Metropolitan
GU7,Outer Metropolitan
GU8,Outer Metropolitan
GU9,Outer Metropolitan
GU95,Outer Metropolitan
GY1,Guernsey
GY10,Guernsey
GY2,Guernsey
GY3,Guernsey
GY4,Guernsey
GY5,Guernsey
GY6,Guernsey
GY7,Guernsey
GY8,Guernsey
GY9,Guernsey
HA0,Greater London
HA1,Greater London
HA2,Greater London
HA3,Greater London
HA4,Greater London
HA5,Greater London
HA6,Greater London
HA7,Greater London
HA8,Greater London
HA9,Greater London
HD1,Yorkshire & Humberside
HD2,Yorkshire & Humberside
HD3,Yorkshire & Humberside
HD4,Yorkshire & Humberside
HD5,Yorkshire & Humberside
HD6,Yorkshire & Humberside
HD7,Yorkshire & Humberside
HD8,Yorkshire & Humberside
HD9,Yorkshire & Humberside
HG20,Yorkshire & Humberside
HG1,Yorkshire & Humberside
HG2,Yorkshire & Humberside
HG3,Yorkshire & Humberside
HG4,Yorkshire & Humberside
HG5,Yorkshire & Humberside
HP1,Outer Metropolitan
HP10,Outer Metropolitan
HP11,Outer Metropolitan
HP12,Outer Metropolitan
HP13,Outer Metropolitan
HP14,Outer Metropolitan
HP15,Outer Metropolitan
HP16,Outer Metropolitan
HP17,Outer Metropolitan
HP18,Outer South East
HP19,Outer South East
HP2,Outer Metropolitan
HP20,Outer South East
HP21,Outer South East
HP22,Outer South East
HP23,Outer Metropolitan
HP27,Outer Metropolitan
HP3,Outer Metropolitan
HP4,Outer Metropolitan
HP5,Outer Metropolitan
HP6,Outer Metropolitan
HP7,Outer Metropolitan
HP8,Outer Metropolitan
HP9,Outer Metropolitan
HR1,West Midlands
HR2,West Midlands
HR3,Wales
HR4,West Midlands
HR5,West Midlands
HR6,West Midlands
HR7,West Midlands
HR8,West Midlands
HR9,West Midlands
HS1,Scotland
HS2,Scotland
HS3,Scotland
HS4,Scotland
HS5,Scotland
HS6,Scotland
HS7,Scotland
HS8,Scotland
HS9,Scotland
HU1,Yorkshire & Humberside
HU10,Yorkshire & Humberside
HU11,Yorkshire & Humberside
HU12,Yorkshire & Humberside
HU13,Yorkshire & Humberside
HU14,Yorkshire & Humberside
HU15,Yorkshire & Humberside
HU16,Yorkshire & Humberside
HU17,Yorkshire & Humberside
HU18,Yorkshire & Humberside
HU19,Yorkshire & Humberside
HU2,Yorkshire & Humberside
HU20,Yorkshire & Humberside
HU3,Yorkshire & Humberside
HU4,Yorkshire & Humberside
HU5,Yorkshire & Humberside
HU55,Yorkshire & Humberside
HU6,Yorkshire & Humberside
HU7,Yorkshire & Humberside
HU8,Yorkshire & Humberside
HU9,Yorkshire & Humberside
HX1,Yorkshire & Humberside
HX2,Yorkshire & Humberside
HX3,Yorkshire & Humberside
HX4,Yorkshire & Humberside
HX5,Yorkshire & Humberside
HX6,Yorkshire & Humberside
HX7,Yorkshire & Humberside
IG1,Greater London
IG10,Outer Metropolitan
IG11,Greater London
IG2,Greater London
IG3,Greater London
IG4,Greater London
IG5,Greater London
IG6,Greater London
IG7,Greater London
IG8,Greater London
IG9,Outer Metropolitan
IM1,Isle of Man
IM2,Isle of Man
IM3,Isle of Man
IM4,Isle of Man
IM5,Isle of Man
IM6,Isle of Man
IM7,Isle of Man
IM8,Isle of Man
IM86,Isle of Man
IM9,Isle of Man
IM99,Isle of Man
IP1,East Anglia
IP39,East Anglia
IP10,East Anglia
IP11,East Anglia
IP12,East Anglia
IP13,East Anglia
IP14,East Anglia
IP15,East Anglia
IP16,East Anglia
IP17,East Anglia
IP18,East Anglia
IP19,East Anglia
IP2,East Anglia
IP20,East Anglia
IP21,East Anglia
IP22,East Anglia
IP23,East Anglia
IP24,East Anglia
IP25,East Anglia
IP26,East Anglia
IP27,East Anglia
IP28,East Anglia
IP29,East Anglia
IP3,East Anglia
IP30,East Anglia
IP31,East Anglia
IP32,East Anglia
IP33,East Anglia
IP4,East Anglia
IP5,East Anglia
IP6,East Anglia
IP7,East Anglia
IP8,East Anglia
IP9,East Anglia
IP98,East Anglia
IV1,Scotland
IV10,Scotland
IV11,Scotland
IV12,Scotland
IV13,Scotland
IV14,Scotland
IV15,Scotland
IV16,Scotland
IV17,Scotland
IV18,Scotland
IV19,Scotland
IV2,Scotland
IV20,Scotland
IV21,Scotland
IV22,Scotland
IV23,Scotland
IV24,Scotland
IV25,Scotland
IV26,Scotland
IV27,Scotland
IV28,Scotland
IV3,Scotland
IV30,Scotland
IV31,Scotland
IV32,Scotland
IV33,Scotland
IV34,Scotland
IV35,Scotland
IV36,Scotland
IV4,Scotland
IV40,Scotland
IV41,Scotland
IV42,Scotland
IV43,Scotland
IV44,Scotland
IV45,Scotland
IV46,Scotland
IV47,Scotland
IV48,Scotland
IV49,Scotland
IV5,Scotland
IV51,Scotland
IV52,Scotland
IV53,Scotland
IV54,Scotland
IV55,Scotland
IV56,Scotland
IV6,Scotland
IV63,Scotland
IV7,Scotland
IV8,Scotland
IV9,Scotland
IV99,Scotland
JE1,Jersey
JE2,Jersey
JE3,Jersey
JE4,Jersey
JE5,Jersey
KA1,Scotland
KA10,Scotland
KA11,Scotland
KA12,Scotland
KA13,Scotland
KA14,Scotland
KA15,Scotland
KA16,Scotland
KA17,Scotland
KA18,Scotland
KA19,Scotland
KA2,Scotland
KA20,Scotland
KA21,Scotland
KA22,Scotland
KA23,Scotland
KA24,Scotland
KA25,Scotland
KA26,Scotland
KA27,Scotland
KA28,Scotland
KA29,Scotland
KA3,Scotland
KA30,Scotland
KA4,Scotland
KA5,Scotland
KA6,Scotland
KA7,Scotland
KA8,Scotland
KA9,Scotland
KT1,Greater London
KT10,Outer Metropolitan
KT11,Outer Metropolitan
KT12,Outer Metropolitan
KT13,Outer Metropolitan
KT14,Outer Metropolitan
KT15,Outer Metropolitan
KT16,Outer Metropolitan
KT17,Outer Metropolitan
KT18,Outer Metropolitan
KT19,Outer Metropolitan
KT2,Outer Metropolitan
KT20,Outer Metropolitan
KT21,Outer Metropolitan
KT22,Outer Metropolitan
KT23,Outer Metropolitan
KT24,Outer Metropolitan
KT3,Greater London
KT4,Greater London
KT5,Greater London
KT6,Greater London
